,Time Series Workbook,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,"6202.0 Labour Force, Australia",,,,,,,,,,,
,"Table 010. Labour force status by Sex, State and Territory - Trend, Seasonally adjusted and Original",,,,,,,,,,,
,,,,,,,,,,,,
,,,Enquiries,,,,,,,,,
,,,,,,,,,,,,
Data Item Description,,,Series Type,Series ID,Series Start,Series End,No. Obs.,Unit,Data Type,Freq.,Collection Month,
,,,,,,,,,,,,
> Employed full-time ;  > Males ;  > Western Australia ;,,,Trend,A84423889J,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Males ;  > Western Australia ;,,,Seasonally Adjusted,A84423217T,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Males ;  > Western Australia ;,,,Original,A84423553C,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Males ;  > Tasmania ;,,,Trend,A84423861F,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Males ;  > Tasmania ;,,,Seasonally Adjusted,A84423189V,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Males ;  > Tasmania ;,,,Original,A84423525V,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Males ;  > Northern Territory ;,,,Trend,A84423903T,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Males ;  > Northern Territory ;,,,Original,A84423567T,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Males ;  > Australian Capital Territory ;,,,Trend,A84423875V,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Males ;  > Australian Capital Territory ;,,,Original,A84423539J,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  Australia ;,,,Trend,A84423139W,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  Australia ;,,,Seasonally Adjusted,A84423055L,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  Australia ;,,,Original,A84423097K,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > New South Wales ;,,,Trend,A84424057K,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > New South Wales ;,,,Seasonally Adjusted,A84423385C,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > New South Wales ;,,,Original,A84423721C,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Victoria ;,,,Trend,A84424141A,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Victoria ;,,,Seasonally Adjusted,A84423469L,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Victoria ;,,,Original,A84423805L,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Queensland ;,,,Trend,A84424071F,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Queensland ;,,,Seasonally Adjusted,A84423399T,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
