,Time Series Workbook,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,"6202.0 Labour Force, Australia",,,,,,,,,,,
,"Table 010. Labour force status by Sex, State and Territory - Trend, Seasonally adjusted and Original",,,,,,,,,,,
,,,,,,,,,,,,
,,,Enquiries,,,,,,,,,
,,,,,,,,,,,,
Data Item Description,,,Series Type,Series ID,Series Start,Series End,No. Obs.,Unit,Data Type,Freq.,Collection Month,
,,,,,,,,,,,,
> Employed full-time ;  > Females ;  > Queensland ;,,,Original,A84423735T,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > South Australia ;,,,Trend,A84424155R,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > South Australia ;,,,Seasonally Adjusted,A84423483J,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > South Australia ;,,,Original,A84423819A,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Western Australia ;,,,Trend,A84424113T,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Western Australia ;,,,Seasonally Adjusted,A84423441K,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Western Australia ;,,,Original,A84423777R,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Tasmania ;,,,Trend,A84424085V,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Tasmania ;,,,Seasonally Adjusted,A84423413A,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Tasmania ;,,,Original,A84423749F,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
> Employed full-time ;  > Females ;  > Northern Territory ;,,,Trend,A84424127F,Feb-1978,Apr-2026,579,000,STOCK,Month,1,
